,At,Sentimen,Review,Bintang,Aspek,data_cleaned
98,2020-09-10 10:09:04,1,Baru di instal udah minta di update ... Gimana dah ... 😂,4,Tampilan,baru di install udah pinta di update bagaimana deh
99,2020-09-09 19:34:35,1,"untuk pengalaman pertama beli di sini ada barang yang kosong, padahal kalo kosong seharusnya tidak bisa chekout , tapi barang yang lain sampai aman gak ada kerusakan dan yang pasti ori, dan saat saya email untuk refund di tanggap dengan cepat dan baik, uang refund juga sudah di terima, app ini juga bagus buat lihat review barang dan sharring juga, overall bagus cuman mungkin bisa ditingkatin.",5,Layanan,untuk pengalaman pertama membeli di sini ada barang yang kosong padahal kalau kosong seharusnya tidak bisa checkout tetapi barang yang lain sampai aman tidak ada kerusakan dan yang pasti original dan saat saya email untuk refund di tanggap dengan cepat dan baik uang refund juga sudah di terima aplikasi ini juga bagus untuk melihat review barang dan sharing juga overall bagus hanya mungkin bisa ditingkatin
100,2020-09-08 23:07:42,1,Good bangett ♥️,5,Lainnya,good sekali
101,2020-09-08 21:02:10,-1,Gila sih menurut gw Bisa2 nya ke cencel sendiri dan terus dia order sendiri tanpa gw harus buat kan pesanan dan bisa bisa nya di pilih kan item nya sendiri .. Kan gila begituu udh saran gw uninsatal mending aplikasi begini sangat 2 ga guna bikin rugi yang ada,1,Tampilan,gila sih menurut saya bisa bisa nya ke cancel sendiri dan terus dia order sendiri tanpa saya harus untuk kan pesanan dan bisa bisa nya di memilih kan item nya sendiri kan gila seperti itu sudah saran saya uninstall seharusnya aplikasi seperti sangat tidak berguna membuat rugi yang ada
102,2020-09-08 06:05:36,1,Best,5,Lainnya,best
103,2020-09-06 15:48:36,-1,Minta di upgrade mulu,2,Tampilan,pinta di upgrade terus
104,2020-09-05 20:12:08,-1,"aplikasi biasa aja kadang suka lemot pas loading. Ketika belanja barang suka ga update, pas udh bayar ternyata barang abis dan PROSES REFUNDNYA LAMA BGTTTT. jangan harap kalo kek gini terus bisa bersaing ama shopee dan tokopedia yang prosesnya lebih cepat dan harga yg bisa bersaing💅",1,Layanan,aplikasi biasa saja terkadang suka lama saat loading ketika belanja barang suka tidak update saat sudah bayar ternyata barang habis dan proses refundnya lama sekali jangan harap kalau seperti gini terus bisa bersaing ama shopee dan tokopedia yang prosesnya lebih cepat dan harga yang bisa bersaing
105,2020-09-05 17:02:27,1,Love it,5,Lainnya,love it
106,2020-09-05 10:44:29,-1,"Kenapa sih ini aplikasi??? Mau daftar malah dibilang nama gak boleh pake karakter spesial padahal udah bener nama ktp, belum lagi alamat email dibilang salah?? Salah darimana nya woi???",1,Tampilan,mengapa sih ini aplikasi ingin daftar menjadi dibilang nama tidak boleh pakai karakter spesial padahal udah benar nama ktp belum sedang alamat email dibilang salah salah darimana nya woi
107,2020-09-04 20:08:52,1,"Tolong di perbaiki dibagian kelengkapan profil, mengapa asal ingin save selalu gagal? Terimakasih atas bantuan nya",4,Tampilan,tolong di perbaiki dibagian kelengkapan profil mengapa asal ingin save selalu gagal terima kasih atas bantuan nya
108,2020-09-03 22:40:21,1,Sangat suka,5,Lainnya,sangat suka
109,2020-09-03 21:30:54,1,Nice,5,Lainnya,nice
110,2020-09-02 18:30:25,-1,"Aplikasinya jelek, orderan ga dateng2, gmn ini",1,Layanan,aplikasinya buruk orderan tidak datang datang bagaimana ini
111,2020-09-01 16:43:47,1,"Banyak promonya, dan insyaAlloh percaya sih belanja disini, soalnya trusted 🤗",5,Layanan,banyak promonya dan insyaallah percaya sih belanja disini karena trusted
112,2020-09-01 14:54:12,0,"Siciolla kenapa sih :( ,dulu kayanya baik"" aja Padahal suka sama ini app :(",3,Lainnya,siciolla mengapa sih dulu sepertinya baik saja padahal suka sama ini aplikasi
113,2020-08-31 15:41:35,1,"suka , tapi nyari someby mi ga ketemu 😪 , semoga nanti ada some by mi",5,Produk,suka tetapi cari someby mi tidak ketemu semoga nanti ada some by mi
114,2020-08-31 07:05:07,1,Baik sihh,4,Lainnya,baik sih
115,2020-08-30 23:13:19,1,Selama belanja si aman2 aja. Liat review yg lain agak kaget. Krna aku pesen sehari sampe dan gak pernah ada kendala. Pokok e keren lah.,5,Layanan,selama belanja sih aman aman saja melihat review yang lain sedikit terkejut karena saya pesan sehari sampe dan tidak pernah ada kendala pokok nya keren lah
116,2020-08-30 17:18:27,-1,"Udah mesen barangnya tinggal nunggu barang sampai, tiba2 direfund katanya stock habis. Gk professional banget, kalau habis kn harusnya ya dari awal diomongin stocknya kosong jadi gk bisa dibeli.. Dah seneng2 tinggal nunggu barang yang mau dicoba",1,Layanan,udah mesen barangnya tinggal menunggu barang sampai tiba tiba direfund katanya stock habis tidak professional sekali kalau habis kn harusnya ya dari awal diomongin stocknya kosong jadi tidak bisa dibeli deh seneng2 tinggal menunggu barang yang ingin dicoba
117,2020-08-29 18:25:39,0,"Pas udah order dan iseng buka"" review di google play ternyata banyak yg kecewa krn barang abis, susah untuk refund, dan apknya lama. Wah agak degdegan nih, tp untungnya belum beli yg agak mahal, masih di bawah 100 rb. Eh alhamdulillah hari ini barangnya sampe dgn selamat. Aku juga sempet mengalami kendala pas mau bayar smp aku refresh berkali"" baru bisa. Semoga pihak pengembang bisa memperbaiki sistem apk dan kecocokan stok barangnya biar ga eror lagi",3,Tampilan,saat udah order dan iseng buka review di google play ternyata banyak yang kecewa karena barang habis sulit untuk refund dan aplikasinya lama wah sedikit degdegan nih tetapi untungnya belum membeli yang sedikit mahal masih di bawah 100 ribu lalu alhamdulillah hari ini barangnya sampe dengan selamat saya juga sempat mengalami kendala saat ingin bayar sampai saya refresh berkali baru bisa semoga pihak pengembang bisa memperbaiki sistem aplikasi dan kecocokan stok barangnya supaya tidak error sedang
118,2020-08-29 16:26:20,1,Seneng banget belanja disini banyak diskon dan produk pasti ori,5,Produk,senang sekali belanja disini banyak diskon dan produk pasti original
119,2020-08-29 15:49:58,1,Semoga kedepannya app soco jadi lebih baguss dan bisa lebih gampang buat tracking paket kita seperti ngecek pakentnya sudah sampe dimana dsb.,4,Layanan,semoga kedepannya aplikasi soco jadi lebih bagus dan bisa lebih mudah untuk tracking paket kita seperti mengecek paketnya sudah sampe dimana dan sebagainya
120,2020-08-29 08:51:49,0,Kenapa ya kadang2 suka lemot terus suka ketutup sendiri,3,Tampilan,mengapa ya kadang kadang suka lama terus suka ketutup sendiri
121,2020-08-29 07:08:48,1,Suka belanja di soco,5,Lainnya,suka belanja di soco
122,2020-08-29 05:58:41,-1,"Saya ko beli 3 produk, yg dikirim cuma 2,nah yg satu lagi kapan dikirim nya, udah lewat seminggu",1,Layanan,saya kok membeli produk yang dikirim hanya nah yang satu sedang kapan dikirim nya udah lewat seminggu
123,2020-08-29 00:10:25,1,Oke dah,5,Lainnya,oke deh
124,2020-08-28 22:22:56,1,Luv u sociolla ...,5,Lainnya,love you sociola
125,2020-08-28 21:06:40,1,Barang ori dan selalu ada diskon...,4,Produk,barang original dan selalu ada diskon
126,2020-08-28 20:42:34,0,"Sebelum update, ga masalah. Setelah update kok aplikasi seperti putus koneksi. Update profil ga bisa, ngepost video ga bisa. Apa² jd ""something wrong, try later"". Terus, lihat komentar yg lain, kok jd takut² belanja lewat aplikasi. Lewat web aja kali ya...",3,Tampilan,sebelum update tidak masalah setelah update kok aplikasi seperti putus koneksi update profil tidak bisa ngepost video tidak bisa apa apa menjadi something wrong try later terus melihat komentar yang lain kok menjadi takut2 belanja lewat aplikasi lewat web saja kali ya
127,2020-08-28 18:50:08,1,Mantap,5,Lainnya,mantap
128,2020-08-28 13:20:29,1,sering force close,4,Tampilan,selalu force close
129,2020-08-28 12:44:44,1,Lengkap jos suka sekali pelayanan sama respon dari cs nya,5,Layanan,lengkap jos suka sekali pelayanan sama respon dari customer service nya
130,2020-08-28 12:18:04,1,Terori terjamin terlengkap...,5,Lainnya,terori terjamin terlengkap
131,2020-08-28 11:49:50,0,"Jd ceritanya aku ada kendala dmn orderanku ga nyampe pdhl udh 10hari+. Cs di chat gabisa kasih kepastian. Akhirnya aku minta refund dan udh balik duitnya. Sempet rame jg di instagram soco kalo banyak yg MINTA REFUND malah cuman diganti VOUCHER. Sempet takut jg, tp ternyata duitku balik. Itu jadi pengalaman pertama dan terakhir aku belanja disini. Gaakan pernah saranin circle ku buat checkout disini, takut kejadian yg lebih buruk menimpa mereka. Rating di sini kmrn cuma bintang 1 & ak janji ubah.",3,Layanan,menjadi ceritanya saya ada kendala dimana orderanku tidak nyampe padahal sudah 10hari customer service di chat tidak bisa memberi kepastian akhirnya saya pinta refund dan sudah kembali duitnya sempat rame juga di instagram soco kalau banyak yang pinta refund menjadi hanya diganti voucher sempat takut juga tetapi ternyata duitku kembali itu jadi pengalaman pertama dan terakhir saya belanja disini tidak akan pernah saranin circle saya untuk checkout disini takut kejadian yang lebih buruk menimpa mereka rating di sini kemarin hanya bintang saya janji ubah
132,2020-08-28 11:47:18,1,Bagussssssssssssssss,5,Lainnya,bagus
133,2020-08-28 10:39:50,1,Sukak banget sama apknya,5,Lainnya,suka sekali sama aplikasinya
134,2020-08-28 10:22:30,0,aplikasinya lemot,3,Tampilan,aplikasinya lama
135,2020-08-26 23:20:18,0,"Kenap ya kok apk berhenti mulu dan memuat ulang mulu, saya sudah bersihkan semua sampah dihp ttp seperti itu padahal apk lain baik2 aja dehh. Haduh lgsg uninstall karena gabisa dipake :3",3,Tampilan,mengapa ya kok aplikasi berhenti terus dan memuat ulang terus saya sudah bersihkan semua sampah dihp tetap seperti itu padahal aplikasi lain baik2 saja deh kecewa langsung uninstall karena tidak bisa dipakai
136,2020-08-26 02:04:28,-1,Gabisa login ada ada aja bugsnya,1,Tampilan,tidak bisa login ada ada saja bugsnya
137,2020-08-25 19:08:30,-1,Aplikasi nya g bisa log in makasih :) Btw dana refund saya blm di TF juga?,1,Tampilan,aplikasi nya tidak bisa log ini terima kasih by the way dana refund saya belum di tf juga
138,2020-08-25 14:46:58,-1,Ga bisa login,1,Tampilan,tidak bisa login
139,2020-08-25 00:36:58,1,semoga lebih baik kedepannya,5,Lainnya,semoga lebih baik kedepannya
140,2020-08-24 10:00:44,1,belum coba,5,Lainnya,belum coba
141,2020-08-23 19:50:49,0,Tolong perbaiki komentar reviewnya saya scroll ke bawah malah ke ulang2,3,Tampilan,tolong perbaiki komentar reviewnya saya scroll ke bawah menjadi ke ulang ulang
142,2020-08-23 10:05:57,-1,Order dari kemarin udah bayar juga lewat bank transfer malah di cancelled dr sana sampai sekarang di hubungi lewat email juga ngga dibales tolong ya kalo ngga dikirim barang saya uang saya dikembalikan sampe sekarang belum dapet balesan nyesel banget belanja disini,1,Layanan,order dari kemarin udah bayar juga lewat bank transfer menjadi di cancelled dari sana sampai sekarang di hubungi lewat email juga tidak dibales tolong ya kalau tidak dikirim barang saya uang saya dikembalikan sampe sekarang belum dapet balesan menyesal sekali belanja disini
143,2020-08-22 10:34:51,0,"Tolong dong pengiriman (free ongkirnya) jangan wahana😭 lama bangett pengirimannya, aku pesen dari tanggal 17 agustus sampe sekarang tanggal 22 agustus masih ngestuck aja barangnya😭😭",3,Layanan,tolong dong pengiriman free ongkirnya jangan wahana lama sekali pengirimannya saya pesan dari tanggal 17 agustus sampe sekarang tanggal dua dua agustus masih ngestuck saja barangnya
144,2020-08-21 15:33:21,-1,Ga recommended bgt belanja di refund ke voucher duit di ganti kupon ga lucu bgt asli. Noh saingan mulai nongol aplikasi LAMIDA cewe2 setidaknya ga jadi voucher kalau di refund.,1,Layanan,tidak recommended sekali belanja di refund ke voucher uang di ganti kupon tidak lucu sekali asli noh saingan mulai terlihat aplikasi lamida perempuan setidaknya tidak jadi voucher kalau di refund
145,2020-08-20 22:16:12,0,"Aplikasinya lemot banget, ga nyaman nyari produk dan review nya di apps nya. Tolong di perbaiki. Aplikasi ini dibuat untuk memudahkan bukannya malah bikin tambah ribet.",3,Tampilan,aplikasinya lama sekali tidak nyaman cari produk dan review nya di aplikasi nya tolong di perbaiki aplikasi ini dibuat untuk memudahkan bukannya menjadi membuat tambah sulit
146,2020-08-19 11:50:54,-1,"Sudah 11 kali order disini. Pesanan ke 11 di cancel karena barang habis, tapi waku di cek di webnya barangnya masih ada tapi harga normal. Hahha lucu banget. Masih mencoba khusnudzon. Pengembalian dana dari tgl 2 Agustus sampai sekarang 19 Agustus belum ada. Padahal batas nunggunya sampai 18 Agustus. Pikir 10X kalau mau pesan disini meskipun sudah sering belanja disini, merusak loyalitas konsumen",1,Layanan,sudah 11 kali order disini pesanan ke 11 di cancel karena barang habis tetapi waku di cek di webnya barangnya masih ada tetapi harga normal tertawa lucu sekali masih mencoba khusnudzon pengembalian dana dari tanggal agustus sampai sekarang 19 agustus belum ada padahal batas menunggu sampai 18 agustus pikir 10x kalau ingin pesan disini meskipun sudah selalu belanja disini merusak loyalitas konsumen
147,2020-08-18 22:08:38,-1,JELEK BANGET APLIKASINYA!!! STOK TIDAK UPDATE WAKTU PEMBAYARAN TERLALU CEPAT BARANG MASAH TERSEDIA TP TDK BS DI CHEKOUT KASIH BINTANG 1 PUN RASANYA SAYANG BANGET,1,Tampilan,buruk sekali aplikasinya stok tidak update waktu pembayaran terlalu cepat barang masah tersedia tetapi tidak bisa di checkout memberi bintang pun rasanya sayang sekali
148,2020-08-18 14:58:32,-1,poor customer service parah.,1,Lainnya,poor customer service parah
149,2020-08-17 10:15:12,1,Aplikasinya suka bermasalah :(,4,Tampilan,aplikasinya suka bermasalah
150,2020-08-16 16:52:06,-1,"Saya kemarin membeli beberapa produk di sociolla. Saya sudah membayar melalui OVO, dan saldo saya sudah terpotong. Namun pada aplikasi sociolla, pada bagian ""my order"" tidak terdapat riawayat belanjaan saya tsb. Mohon informasinya, karena sampai hr ini saya tidak dapat melihat proses pembelian saya tsb (seperti tidak perna terjadi transaksi, padahal saya sudah membayar dan saldo saya sudah terpotong)",1,Layanan,saya kemarin membeli beberapa produk di sociola saya sudah membayar melalui ovo dan saldo saya sudah terpotong namun pada aplikasi sociola pada bagian my order tidak terdapat riawayat belanjaan saya tersebut mohon informasinya karena sampai hari ini saya tidak dapat melihat proses pembelian saya tersebut seperti tidak pernah terjadi transaksi padahal saya sudah membayar dan saldo saya sudah terpotong
151,2020-08-16 06:18:46,1,Bagus tapi pake bahasa Inggris nggak ngerti,4,Lainnya,bagus tetapi pakai bahasa inggris tidak paham
152,2020-08-14 10:48:00,1,Good pisan euyyy,5,Lainnya,good juga euyy
153,2020-08-13 16:11:04,-1,"Tolong aplikasi nya diperbaiki lagi dong. Postingan terbaru selalu tidak ada pembaharuan di app saya. Malah post terakhir dari beberapa bulan yang lalu, padahal jika di buka di web selalu ada postingan terbaru",1,Tampilan,tolong aplikasi nya diperbaiki sedang dong postingan terbaru selalu tidak ada pembaharuan di aplikasi saya menjadi post terakhir dari beberapa bulan yang lalu padahal jika di buka di web selalu ada postingan terbaru
154,2020-08-12 18:42:30,-1,Uninstall byeeee. Gue sumbang 17k. Heran barang abis kok dijual. Niat nipu.,1,Layanan,uninstall bye saya sumbang 17 ribu heran barang habis kok dijual niat nipu
155,2020-08-12 14:30:13,-1,"Pertama x blj sdh ga beres, pesanan di cancel. tp uang dikembalikan pke voc. emgnya pas beli g pke duit. Hati2 aja mau blj disini, mikir 1000x. not recommended. abal abal 😈😈😈😈😈",1,Layanan,pertama kali belanja sudah tidak beres pesanan di cancel tetapi uang dikembalikan pakai voucher memang saat membeli tidak pakai uang hati hati saja ingin belanja disini pikir 100x not recommended abal abal
156,2020-08-12 05:23:09,-1,"Jangan belanja disini,, 1. Kita gatau stock barang ada apa engga, karena bisa di order dan melakukan pembayaran, 2. Refund berupa voucher dan nominal ga sesuai. 3. Stock kosong di pajang di flashsale, akhirnya dram refund berupa voucher 4. CS slow responnnnnn",1,Layanan,jangan belanja disini kita tidak tahu stock barang ada apa tidak karena bisa di order dan melakukan pembayaran refund berupa voucher dan nominal tidak sesuai stock kosong di pajang di flashsale akhirnya dram refund berupa voucher customer service slow respon
157,2020-08-11 18:53:58,-1,BURUK. KESALAHAN DI PIHAK SOCIOLLA AJA REFUND BENTUK VOUCHER. E COMMERCE LAIN AJA KALO KESALAHAN HARGA REFUND BALIK KAGA PAKE VOUCHER. MINIMAL 10 RIBU DIJABANIN. MALAH DAPET VOUCHER PERMINTAAN MAAF. INI SEKELAS SOCIOLLA REFUND BENTUK VOUCHER. KECEWA,1,Layanan,buruk kesalahan di pihak sociola saja refund bentuk voucher nya commerce lain saja kalau kesalahan harga refund kembali kaga pakai voucher minimal 10 ribu dilakuin menjadi dapet voucher permintaan maaf ini sekelas sociola refund bentuk voucher kecewa
